Gene,Accession,Chromosome,End,Start,Strand,fit_alpha,fit_beta,fit_gamma,fit_U_switch,fit_likelihood,fit_scaling
Chek1,Chek1,9,36726658,36708482,-,11.156047381151124,0.0772417335567785,0.20598000995452836,142.9860050877947,1.0920717449719526,26.812478900165356
Slc16a1,Slc16a1,3,104658462,104638668,+,1.0066995660355795,0.0213641221718635,0.020608207214245,46.64982545773805,0.563076653808179,13.841405223563783
Hs3st5,Hs3st5,10,36834394,36506807,+,7.943501707501938,0.04308879259459515,0.15721779783919868,182.50840222924577,1.2702820254608638,0.26693353228135575
Lrrn2,Lrrn2,1,132940005,132880355,+,1.4958315771650024,0.024274536037502858,0.054649181841976785,61.00521382182063,0.6876357778060526,2.9395978032808943
Elovl2,Elovl2,13,41220403,41182382,-,0.755035811041041,0.013377583638043264,0.014467032782677629,55.87596931967043,0.5647447951445692,4.996035326493576
Pld3,Pld3,7,27553112,27532018,-,1.5598264667886408,0.022346359725713787,0.016867227395804887,69.10423984376402,0.6072003449340301,21.990951812055478
Rin2,Rin2,2,145887616,145786116,+,7.65332538156123,0.09941447729406057,0.15522141480197335,76.21417256295615,0.8764161801054734,1.3868606848154266
Braf,Braf,6,39725463,39603237,-,3.2154267819218147,0.04534047337843993,0.04139037880437872,70.208188775027,0.41952724535779723,0.844195892294828
Lhfpl2,Lhfpl2,13,94195409,94057796,+,1.6511882924604728,0.029979144955102364,0.046296219676453206,54.527119168475515,0.5555779163557574,1.3359253301597942
Ibtk,Ibtk,9,85749334,85687360,-,3.851289478974961,0.020835307422323247,0.044854049807637256,182.99593602828955,0.563290994552902,7.333667986302375
Zfp87,Zfp87,13,67526231,67515782,-,0.5704901420677447,0.01597384929563806,0.016462820781536734,35.356865473952595,0.3336074531738201,6.00154349033272
Tcp11l2,Tcp11l2,10,84614355,84576947,+,3.081628647583795,0.09387473285680173,0.0887452048158257,32.4987594453315,0.6876854056695719,8.799557547987625
Topbp1,Topbp1,9,103350427,103305327,+,3.0813155417304388,0.04031734825024701,0.05111609523458325,75.66227737446609,0.8458398122314698,2.53930093583584
Slc20a1,Slc20a1,2,129211612,129198773,+,2.6030419740315174,0.013682108705187277,0.03490579630691995,188.34900451523117,0.8298456764742794,18.43771906964093
Mmp15,Mmp15,8,95374293,95352337,+,4.745209664979186,0.03573095404313323,0.03850034942022183,131.47585039734503,0.7971341954705752,7.118903438339908
Zfp882,Zfp882,8,71918851,71908606,+,4.3447037667449075,0.10632749725160447,0.0944830621861358,40.452910491246925,0.5203260541766312,10.20233669041798
Pde5a,Pde5a,3,122859374,122729158,+,1.2957431287413634,0.035171075621261,0.03923103384361123,36.47274570921859,0.7582796793493313,1.157338426605159
Cacna1d,Cacna1d,14,30491156,30039939,-,7.2594441043351905,0.06247601266604534,0.1968166701452111,115.03374425810259,1.1712424578701301,0.5191860877065121
Soat1,Soat1,1,156474328,156428108,-,3.424047192688281,0.02716874704949889,0.046467756573081186,124.7686069065125,0.5551859834427184,5.870352073412249
Map1b,Map1b,13,99516602,99421464,-,76.60144468959388,0.020441584000182953,0.06988766674958213,3709.8607545295513,0.5176964957133142,14.30426510861065
Umps,Umps,16,33967003,33955012,-,6.188827672920807,0.024401686877708453,0.055766971925437565,251.0867149020222,0.5529105862753594,25.1605796738818
Lbr,Lbr,1,181842401,181815315,-,3.6467750665094703,0.027216036086006482,0.04845479276276081,132.6536790455193,0.6441308723121557,42.06643391211645
Atp7a,Atp7a,X,106128160,106027276,+,0.8845543860323081,0.02010806999703899,0.02316656901227892,43.55011904677761,0.4480525290269289,1.8081652319648258
Ncapg2,Ncapg2,12,116463531,116405402,+,5.284927137746777,0.11292922693897303,0.14731089309120435,46.3305913640649,0.8775751212420135,2.7001662854053015
Gab2,Gab2,7,97308951,97081751,+,0.8156049926339219,0.011374544040485613,0.01757576859984934,70.98736791853946,0.4285130597104798,0.4809483215646707
Nudt4,Nudt4,10,95564167,95547007,-,12.052648419662745,0.046610993380690566,0.079802465590064,255.9937274456204,0.5796080526665721,19.96763665599951
Tmem169,Tmem169,1,72302995,72284373,+,3.01615356429367,0.0918066722122498,0.06817615497981193,32.52478231372285,0.5481637052921234,7.266531226707633
Brca1,Brca1,11,101551955,101488764,-,2.8770327880324764,0.05470201837969078,0.06905065561348603,52.06869041617715,1.2819223988758732,2.8912010299778235
Plekhg1,Plekhg1,10,3967302,3740377,+,1.8790590450893092,0.022033206358517254,0.04836566047150934,84.43021974962362,0.8877982683740515,0.5596848387509139
Slc43a3,Slc43a3,2,84958509,84936646,+,1.5841121346092604,0.046679884597159015,0.044316166846870154,33.59629156749489,0.7857971261503754,5.331729707602929
B3galnt1,B3galnt1,3,69598861,69574186,-,2.488188693562791,0.040867794065998456,0.0716236971800629,60.27501270680539,0.5952981497664218,11.644703601506578
Cyp39a1,Cyp39a1,17,43751431,43667425,+,2.5164474301375694,0.0416643184626832,0.04957871663044679,59.794160753343895,0.6390724426002056,5.9936979807870685
Dlg2,Dlg2,7,92449246,91090786,+,5.81416942853163,0.07011426153442853,0.1101804835042846,82.09496339656812,0.7294601524766665,0.05447318593039732
Smpdl3a,Smpdl3a,10,57811830,57794544,+,0.581342856947108,0.024126701179149952,0.019781356582823453,23.8544600069488,0.5472550277532613,17.94269932544828
Cald1,Cald1,6,34775469,34709444,+,7.464939103393756,0.020170960993794312,0.07430451441941452,366.3826287023942,1.0307938427859462,10.96088837720729
Slc6a15,Slc6a15,10,103419379,103367808,+,1.7083437424079926,0.0698189162849976,0.07661181535654768,24.22352558553424,0.699641778594322,2.972359785342805
Grina,Grina,15,76249904,76246807,+,2.588394930306481,0.01832109110941948,0.01960374089755811,139.86672331354458,0.5812006905410132,32.45241621379483
Bmp1,Bmp1,14,70520260,70474555,-,10.603083501725367,0.1032772978155089,0.12708260632857915,101.63949763150944,0.7656773589206856,5.989937051095859
Fstl4,Fstl4,11,53187347,52764706,+,1.5304290214033198,0.028863500258010967,0.06627434494713465,52.49275789996291,0.9513875488788824,0.23519909638187428
Arrdc4,Arrdc4,7,68749238,68736994,-,1.129034375859196,0.019078815730463605,0.01833549194927414,58.585608661017424,0.5141990566012401,10.565278163652374
Epb4.1l4a,Epb4.1l4a,18,34007206,33796327,-,12.640780283802235,0.05418790151106446,0.1236975339004142,230.94403237610044,0.6156198040481591,1.4401418870681262
Atad5,Atad5,11,80135791,80089400,+,3.0308978401518822,0.04915938873068584,0.05984164660677537,61.03796119574942,0.8296829107464814,3.3776280513252006
Hoxb9,Hoxb9,11,96276593,96271330,+,1.2159472371442608,0.03819346743242989,0.014494010508014972,31.518158619730027,0.6790751396028131,13.676868326891112
Gnb3,Gnb3,6,124840275,124834240,-,4.324201216806647,0.03438052199371888,0.07797568007298314,124.51699265708316,0.9763829241567827,15.594554765573413
Phactr2,Phactr2,10,13474396,13207717,-,2.6414958496190017,0.03563728997750465,0.049831567789179056,73.3804644734078,0.5760581276054678,3.7591703468153312
Plxna3,Plxna3,X,74344689,74329066,+,1.7155775054809248,0.022096976226090605,0.027980518370321162,76.86217847402736,0.6263948560161381,14.1207137431051
Dpysl3,Dpysl3,18,43393331,43324227,-,110.1880021044432,0.028320635794656986,0.10721462146680341,3851.8246156034083,0.9374049321222125,10.177923003057812
Kcnk3,Kcnk3,5,30625270,30588170,+,2.31543185228241,0.015836900337079213,0.03765194427166523,144.7428148797929,1.0647457482973657,3.8571327579577908
Tcf7l2,Tcf7l2,19,55933655,55741810,+,2.6184100158341965,0.043984592564579005,0.04393759367622425,58.93486251736673,0.5807192188661289,0.7655116054303085
Tes,Tes,6,17105825,17065149,+,4.565276367665829,0.03435970222716974,0.03989328690902244,131.53849745575806,0.7726830354482552,4.300263063027291
Klhl12,Klhl12,1,134490873,134455555,+,1.0599225209268723,0.006374718794191583,0.018062633661016455,163.9750757704519,0.4703579882592392,9.894044945190164
Osbpl3,Osbpl3,6,50456170,50293327,-,0.7738090034583571,0.018305699835173217,0.021949258185686153,41.84876406373811,0.7266982558845668,0.7629842365752095
Gcnt2,Gcnt2,13,40960892,40859768,+,5.661811493030197,0.025950989864282962,0.10000891631782856,215.9915058120566,1.0459872535015324,3.5702695348344067
Spata6,Spata6,4,111829140,111720010,+,1.801277776105223,0.02274712779786459,0.045223741668394116,78.39517209340059,0.8117491175942547,2.5591243754620896
Fxyd6,Fxyd6,9,45396159,45370185,+,21.681394555664006,0.08689629662890903,0.18935347190388155,247.01375596904825,0.704742058840926,19.358524406951584
Rtn4rl1,Rtn4rl1,11,75267762,75193993,+,3.772819595098,0.02869947611013799,0.0789337694255063,130.14493312745915,0.9077890590290615,2.0539277059651235
Lig4,Lig4,8,9976323,9970020,-,,,,,0,0
Hspg2,Hspg2,4,137570630,137468803,+,23.615425397600195,0.27805914476468996,0.33739607566109114,84.0802094943114,1.1749592404713924,4.930871554790871
Srm,Srm,4,148594619,148591513,+,17.891437348240792,0.049695573636561054,0.11076202566816855,356.4205356455987,0.6488800372400818,85.43777138417516
Nup107,Nup107,10,117792705,117750643,-,5.022190491138925,0.05811092923368132,0.07725726814377713,85.55995665176464,0.6374301334959547,8.996073214570941
Apbb2,Apbb2,5,66618817,66298725,-,1.4227036478185093,0.023179839795705082,0.022232583663441236,60.76300025167975,0.4470646328460073,0.5717739345381404
Hn1l,Hn1l,17,24960623,24942470,-,9.727161224048213,0.07390421225487966,0.07061727576858386,130.30231049072444,0.6682783750381557,15.792777879501728
Athl1,Athl1,7,140947658,140941581,+,2.9770735298004634,0.05230619009294009,0.04928000480235283,56.347112822890615,0.5315806383915177,15.562690005953343
Rftn2,Rftn2,1,55226782,55170160,-,3.774895753549899,0.05801444577294222,0.09918469695757492,64.41752129531494,0.6387767557379458,5.357326523469315
Suox,Suox,10,128673918,128669887,-,1.4536156166266727,0.031842626212059605,0.028719832435823694,45.19349160702676,0.5848999556023863,14.531511641287954
Sh3gl2,Sh3gl2,4,85389379,85205456,+,2.501618593387266,0.019615666925725816,0.056493805471085616,126.2563448304348,0.7608727400321476,2.964994213080911
2610008E11Rik,2610008E11Rik,10,79097600,79064374,-,1.8451015521316272,0.01802265989748906,0.03217485793508253,101.35299378671637,0.46734856280618,3.306991730325726
Rab3b,Rab3b,4,108943324,108879070,+,0.9453914730981975,0.017562015659708143,0.017510279773065955,53.293287997373845,0.6117846448154209,2.568920068349639
Hat1,Hat1,2,71441622,71389260,+,8.021564597242216,0.025920328717757114,0.0723999624734351,306.3753179113602,0.7010004878800679,18.36349623169368
Cenpi,Cenpi,X,134362639,134308163,+,8.220465769106255,0.1320229364366295,0.16396244514907213,61.6427821640032,0.901871790242889,3.326946690361335
Pcdh18,Pcdh18,3,49757316,49743296,-,,,,,0,0
Plekha2,Plekha2,8,25101811,25039144,-,3.588992079656305,0.13232959600184457,0.14406103088557792,26.850396783575267,0.7371616290307785,12.92534743885709
Rpa1,Rpa1,11,75348383,75300259,-,10.648593007700528,0.021668685090582573,0.06374683301665009,483.4267965151247,0.6509546307141703,18.515299820773674
Cthrc1,Cthrc1,15,39087119,39076932,+,7.538458012030052,0.017905462427960504,0.037294709733617225,416.8042831586239,0.4764933777948043,12.746494205422358
Aif1l,Aif1l,2,31973442,31950303,+,2.9087324616962094,0.04317135900866714,0.04737657313731538,66.70267518104134,0.5228121126463636,32.65882722238811
Tmem2,Tmem2,19,21858327,21778342,+,12.468665152938057,0.034259371545683544,0.10197912858147817,360.30954289247427,0.7803372542264088,8.021660053886787
Hap1,Hap1,11,100356141,100347327,-,3.397563141952833,0.023523713205838005,0.03549326239917456,142.98709906472357,0.6088385409273056,26.675974735183598
Meis1,Meis1,11,19018969,18880428,-,4.498857636319596,0.012299256459938556,0.04579582616357879,362.12506621547845,0.6598124752134938,1.7889489073114577
Acot7,Acot7,4,152271855,152178100,+,3.4327508566876164,0.019918964215116342,0.03093636929430758,170.61245310846556,0.5663183255171944,6.1325647466769
Dctd,Dctd,8,48141667,48099092,+,4.109435907589625,0.03535705912298001,0.06504327273323711,115.06447791268776,0.6710800980869682,21.463779011331724
Tcta,Tcta,9,108305951,108302958,-,1.2410961241510838,0.013149942394361793,0.021989526076585473,93.43654337500274,0.5339342888132845,17.242528941427487
5330434G04Rik,5330434G04Rik,X,105391754,105372994,-,4.047035411732578,0.02929707716752088,0.0929604868330333,136.75647692449616,0.6234103249420578,4.0387051910079474
Dars2,Dars2,1,161070632,161040613,-,0.8241184110792297,0.01959430785484016,0.020190588958047397,41.63848159438306,0.5283937241094601,9.520995119071902
Lin7a,Lin7a,10,107425143,107271831,+,,,,,0,0
Aldh1a3,Aldh1a3,7,66427477,66390893,-,,,,,0,0
Slc12a7,Slc12a7,13,73816742,73763697,+,5.632872027791666,0.03396890196166448,0.07722588409720219,164.1661338893775,0.7695149250527293,6.297298194812866
Tead2,Tead2,7,45233619,45215753,+,11.837167023335784,0.09625374830230111,0.09150455289847416,121.74897663514957,0.8882108580420129,6.862456774874106
Pcx,Pcx,19,4621752,4510472,+,,,,,0,0
Pam,Pam,1,98095632,97821094,-,5.786702010087929,0.03164521614196069,0.06860036235070173,181.03320780896078,0.7268673084229854,0.6773371232558243
Abcd2,Abcd2,15,91191807,91145871,-,1.4600756307779905,0.03998028102127929,0.04293503042793548,36.1546952033895,0.6013758048264016,3.230050819806724
Ung,Ung,5,114139321,114130435,+,2.260501522151112,0.04957777174214563,0.03672480881001996,45.13911029662483,0.7726858978137512,8.474540834385774
Zfp472,Zfp472,17,32979211,32965831,+,0.5146814538468408,0.019028615459575352,0.02446854766057097,26.777283948526613,0.39632838081258254,5.123155350396935
Igsf10,Igsf10,3,59344256,59316735,-,0.5425239036652784,0.014030567912467769,0.01732503945947958,38.2806075975978,0.4835768741009004,17.698646183430895
Nelfcd,Nelfcd,2,174427502,174415804,+,8.919630520488022,0.025423414158111883,0.05393304001133127,347.3347112376567,0.47963742485804306,34.719922269053114
Maml2,Maml2,9,13709533,13619989,+,0.8008708556122596,0.02984628354717156,0.029335103949860723,26.564853403038654,0.6971687107809991,0.8850943910237564
Nsg1,Nsg1,5,38159467,38137193,-,26.85173874422121,0.06423063153990068,0.15744880552821913,413.8713993535195,0.5888107343715362,35.67458633653132
Gpr125,Gpr125,5,50058996,49959951,-,4.3523483720586835,0.01763917257799175,0.05041541255145616,242.93535247431015,1.0404408210955731,6.683555025253101
Mms22l,Mms22l,4,24602948,24496462,+,5.342380387314081,0.03860692680806542,0.12364216034215401,136.99501671643074,1.0078589021673892,2.947450441391501
Msh6,Msh6,17,87990892,87975050,+,1.9926984763993818,0.012725493706537512,0.017086484901000315,155.02514378848102,0.48454101897168417,22.67668811247131
Zfp62,Zfp62,11,49218816,49203500,+,0.7508691853780766,0.021464927567983346,0.0171255078340722,34.63140004409227,0.4096256489634266,8.25289891433676
Cks1b,Cks1b,3,89418291,89415472,-,10.667016669867422,0.023698981723695632,0.04617694445072184,445.603386098648,0.5121644287751576,94.53579814546345
Sv2a,Sv2a,3,96195180,96181227,+,0.7732501478739273,0.014784092535733739,0.017368569738369963,51.77981973157308,0.5324948080562795,21.07301178424801
Casp8ap2,Casp8ap2,4,32653265,32615473,+,4.57805474081475,0.029284577556688368,0.05518887869226173,154.76658950033126,0.6700381655228498,6.989719846526594
Serpinf1,Serpinf1,11,75422623,75410029,-,5.454503581259786,0.037777768686950264,0.05071559158978823,142.94011354123515,0.6322198425089149,23.308560354136297
Grin3a,Grin3a,4,49845769,49661611,-,1.7268711706432418,0.05479704344238581,0.053319770826250265,31.19880839436718,0.8929744664704078,0.7295015151524109
Ssfa2,Ssfa2,2,79672964,79635425,+,4.9318308699874365,0.10160203724872596,0.10163300142166214,48.0552624091087,0.9654557364989266,4.317317526279693
Ap3b2,Ap3b2,7,81493925,81460399,-,0.7622107703598759,0.013198980336133627,0.014591323052871079,57.170224020298726,0.6434136472532244,3.0050073096544905
Zfp68,Zfp68,5,138619743,138603652,-,1.5033943284858546,0.01484240756431073,0.020921772835611453,100.2775579872789,0.41713207639413763,19.310983440538685
Slc1a4,Slc1a4,11,20332713,20302180,-,0.8007646471482619,0.03138394182491936,0.02906461435300188,25.25995635281599,0.43553578613698474,4.00089630269666
Shroom2,Shroom2,X,152769461,152609509,-,1.669011912159635,0.03326551363689686,0.03678240018249088,49.670713372221776,0.9914140859707279,5.985130731445322
Fam19a2,Fam19a2,10,123741204,123264076,+,1.2035741899389731,0.0366095441164375,0.05012046377883423,32.54720802449405,0.6450131655140109,0.12395320880440738
Sapcd2,Sapcd2,2,25378213,25372321,+,1.5543257717592176,0.0195138988614291,0.01501701585662368,66.55013222221453,0.7931681560498356,27.425937421969778
Zfp54,Zfp54,17,21435384,21423227,+,0.9302735529866891,0.028008206540504118,0.03837756121901117,32.882177447704784,0.4748973302571299,7.592062778144046
Lpp,Lpp,16,24992578,24393350,+,3.5152993686312053,0.025449927747026094,0.05319017907954053,136.74484303208126,0.6195990124648938,0.4330083560228912
Gpc6,Gpc6,14,117979529,116925315,+,2.7721593647154052,0.08065937043465718,0.07516774106025405,34.0250333752796,0.6058022592097356,0.043509547370137215
Fbxw7,Fbxw7,3,84979198,84815577,+,6.347002039241255,0.019650452456404892,0.07106393314000595,319.76525898266436,0.6125547439153497,6.483353730471226
Zswim5,Zswim5,4,116989105,116877402,+,3.0792405854790488,0.013599011894580083,0.05205457936878806,224.16688824569852,0.7172665142368667,4.303465361402803
Zfp189,Zfp189,4,49531545,49521217,+,0.551124231631828,0.022532049927911878,0.016133086518135283,24.214973385072447,0.49680574496289726,4.403822115321769
Zfhx4,Zfhx4,3,5415855,5218554,+,3.072106111941889,0.019642085888888466,0.049364195779609064,154.84022766354883,0.5926561096521652,4.045697767610314
Thsd7a,Thsd7a,6,12749253,12311608,-,12.778205383851292,0.23772492844077095,0.28014162815935917,53.214542593351226,1.1475289767470513,0.17836302503591772
Eno2,Eno2,6,124769509,124760055,-,2.724700252805186,0.09000362473168166,0.10123728987344305,29.970495725241822,0.925911063152437,5.788919715267133
